Company Name,Symbol,Share Volume,Trade Volume,Previous Close (Rs.),Open (Rs.),High (Rs.),Low (Rs.),**Last Trade (Rs.),Change(Rs),Change Percentage (%),Date
DOLPHIN HOTELS PLC,STAF.N0000,10,1,32.2,32.3,32.3,32.3,32.3,0.1,0.31,2021-12-02
HARISCHANDRA MILLS PLC,HARI.N0000,400,2,3507.0,3225.0,3225.0,3220.0,3220.0,-287.0,-8.18,2021-12-02
HATTON PLANTATIONS PLC,HPL.N0000,51,2,10.1,10.3,10.4,10.3,10.4,0.3,2.97,2021-12-02
HUNTER & COMPANY PLC,HUNT.N0000,50,4,633.0,649.5,649.5,632.0,632.0,-1.0,-0.16,2021-12-02
LEE HEDGES PLC,SHAW.N0000,29,4,74.0,75.0,78.7,75.0,78.7,4.7,6.35,2021-12-02
NATIONS TRUST BANK PLC,NTB.X0000,25,1,66.3,67.0,67.0,67.0,67.0,0.7,1.06,2021-12-02
PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,1,1,30.5,30.7,30.7,30.7,30.7,0.2,0.66,2021-12-02
PROPERTY DEVELOPMENT PLC,PDL.N0000,11362,8,142.25,141.0,142.0,141.0,141.75,-0.5,-0.35,2021-12-02
RENUKA CITY HOTELS PLC.,RENU.N0000,10,1,293.0,293.0,293.0,293.0,293.0,0.0,0.0,2021-12-02
RENUKA HOLDINGS PLC,RHL.X0000,10313,12,12.4,12.9,12.9,12.0,12.9,0.5,4.03,2021-12-02
RENUKA HOTELS PLC,RCH.N0000,140,2,84.0,84.2,84.2,84.2,84.2,0.2,0.24,2021-12-02
SAMSON INTERNATIONAL PLC,SIL.N0000,5,1,176.5,188.75,188.75,188.75,188.75,12.25,6.94,2021-12-02
SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,1,1,40.4,41.5,41.5,41.5,41.5,1.1,2.72,2021-12-02
TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,98,2,38.1,37.5,37.5,37.5,37.5,-0.6,-1.57,2021-12-02
THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,10,1,1256.75,1275.0,1275.0,1275.0,1275.0,18.25,1.45,2021-12-02
UNION CHEMICALS LANKA PLC,UCAR.N0000,16,6,912.5,811.0,811.0,811.0,811.0,-101.5,-11.12,2021-12-02
C T HOLDINGS PLC,CTHR.N0000,1324,3,170.0,170.0,170.0,170.0,170.0,0.0,0.0,2021-12-02
EQUITY TWO PLC,ETWO.N0000,3,1,51.0,50.9,50.9,50.9,50.9,-0.1,-0.2,2021-12-02
HOTEL SIGIRIYA PLC,HSIG.N0000,100,4,80.0,80.0,80.0,79.0,79.0,-1.0,-1.25,2021-12-02
KEELLS FOOD PRODUCTS PLC,KFP.N0000,10,1,160.0,160.0,160.0,160.0,160.0,0.0,0.0,2021-12-02
LANKA CERAMIC PLC,CERA.N0000,349,3,158.5,153.25,153.25,153.0,153.0,-5.5,-3.47,2021-12-02
SATHOSA MOTORS PLC,SMOT.N0000,2,1,209.0,235.0,235.0,235.0,235.0,26.0,12.44,2021-12-02
SERENDIB LAND PLC,SLND.N0000,33,16,2001.75,1977.0,1980.0,1770.0,1771.0,-230.75,-11.53,2021-12-02
SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,151,4,46.4,46.2,46.2,46.0,46.0,-0.4,-0.86,2021-12-02
CARSON CUMBERBATCH PLC,CARS.N0000,777,14,295.25,294.0,299.75,275.25,289.25,-6.0,-2.03,2021-12-02
CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,2,1,164.75,164.25,164.25,164.25,164.75,0.0,0.0,2021-12-02
No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,No data available in table,2021-12-03
